legislator,2023_rc0001,2023_rc0002,2023_rc0003,2023_rc0004,2023_rc0005,2023_rc0006,2023_rc0007,2023_rc0008,2023_rc0009,2023_rc0010,2023_rc0011,2023_rc0012,2023_rc0013,2023_rc0014,2023_rc0015,2023_rc0016,2023_rc0017,2023_rc0018,2023_rc0019,2023_rc0020,2023_rc0021,2023_rc0022,2023_rc0023,2023_rc0024,2023_rc0025,2023_rc0026,2023_rc0027,2023_rc0028,2023_rc0029,2023_rc0030,2023_rc0031,2023_rc0032,2023_rc0033,2023_rc0034,2023_rc0035,2023_rc0036,2023_rc0037,2023_rc0038,2023_rc0039,2023_rc0040,2023_rc0041,2023_rc0042,2023_rc0043,2023_rc0044,2023_rc0045,2023_rc0046,2023_rc0047,2023_rc0048,2023_rc0049,2023_rc0050,2023_rc0051,2023_rc0052,2023_rc0053,2023_rc0054,2023_rc0055,2023_rc0056,2023_rc0057,2023_rc0058,2023_rc0059,2023_rc0060,2023_rc0061,2023_rc0062,2023_rc0063,2023_rc0064,2023_rc0065,2023_rc0066,2023_rc0067,2023_rc0068,2023_rc0069,2023_rc0070,2023_rc0071,2023_rc0072,2023_rc0073,2023_rc0074,2023_rc0075,2023_rc0076,2023_rc0077,2023_rc0078,2023_rc0079,2023_rc0080,2023_rc0081,2023_rc0082,2023_rc0083,2023_rc0084,2023_rc0085,2023_rc0086,2023_rc0087,2023_rc0088,2023_rc0089,2023_rc0090,2023_rc0091,2023_rc0092,2023_rc0093,2023_rc0094,2023_rc0095,2023_rc0096,2023_rc0097,2023_rc0098,2023_rc0099,2023_rc0100,2023_rc0101,2023_rc0102,2023_rc0103,2023_rc0104,2023_rc0105,2023_rc0106,2023_rc0107,2023_rc0108,2023_rc0109,2023_rc0110,2023_rc0111,2023_rc0112,2023_rc0113,2023_rc0114,2023_rc0115,2023_rc0116,2023_rc0117,2023_rc0118,2023_rc0119,2023_rc0120,2023_rc0121,2023_rc0122,2023_rc0123,2023_rc0124,2023_rc0125,2023_rc0126,2023_rc0127,2023_rc0128,2023_rc0129,2023_rc0130,2023_rc0131,2023_rc0132,2023_rc0133,2023_rc0134,2023_rc0135,2023_rc0136,2023_rc0137,2023_rc0138,2023_rc0139,2023_rc0140,2023_rc0141,2023_rc0142,2023_rc0143,2023_rc0144,2023_rc0145,2023_rc0146,2023_rc0147,2023_rc0148,2023_rc0149,2023_rc0150,2023_rc0151,2023_rc0152,2023_rc0153,2023_rc0154,2023_rc0155,2023_rc0156,2023_rc0157,2023_rc0158,2023_rc0159,2023_rc0160,2023_rc0161,2023_rc0162,2023_rc0163,2023_rc0164,2023_rc0165,2023_rc0166,2023_rc0167,2023_rc0168,2023_rc0169,2023_rc0170,2023_rc0171,2023_rc0172,2023_rc0173,2023_rc0174,2023_rc0175,2023_rc0176,2023_rc0177,2023_rc0178,2023_rc0179,2023_rc0180,2023_rc0181,2023_rc0182,2023_rc0183,2023_rc0184,2023_rc0185,2023_rc0186,2023_rc0187,2023_rc0188,2023_rc0189,2023_rc0190,2023_rc0191,2023_rc0192,2023_rc0193,2023_rc0194,2023_rc0195,2023_rc0196,2023_rc0197,2023_rc0198,2023_rc0199,2023_rc0200,2023_rc0201,2023_rc0202,2023_rc0203,2023_rc0204,2023_rc0205,2023_rc0206,2023_rc0207,2023_rc0208,2023_rc0209,2023_rc0210,2023_rc0211,2023_rc0212,2023_rc0213,2023_rc0214,2023_rc0215,2023_rc0216,2023_rc0217,2023_rc0218,2023_rc0219,2023_rc0220,2023_rc0221,2023_rc0222,2023_rc0223,2023_rc0224,2023_rc0225,2023_rc0226,2023_rc0227,2023_rc0228,2023_rc0229,2023_rc0230,2023_rc0231,2023_rc0232,2023_rc0233,2023_rc0234,2023_rc0235,2023_rc0236,2023_rc0237,2023_rc0238,2023_rc0239,2023_rc0240,2023_rc0241,2023_rc0242,2023_rc0243,2023_rc0244,2023_rc0245,2023_rc0246,2023_rc0247,2023_rc0248,2023_rc0249,2023_rc0250,2023_rc0251,2023_rc0252,2023_rc0253,2023_rc0254,2023_rc0255,2023_rc0256,2023_rc0257,2023_rc0258,2023_rc0259,2023_rc0260,2023_rc0261,2023_rc0262,2023_rc0263,2023_rc0264,2023_rc0265,2023_rc0266,2023_rc0267,2023_rc0268,2023_rc0269,2023_rc0270,2023_rc0271,2023_rc0272,2023_rc0273,2023_rc0274,2023_rc0275,2023_rc0276,2023_rc0277,2023_rc0278,2023_rc0279,2023_rc0280,2023_rc0281,2023_rc0282,2023_rc0283,2023_rc0284,2023_rc0285,2023_rc0286,2023_rc0287,2023_rc0288,2023_rc0289,2023_rc0290,2023_rc0291,2023_rc0292,2023_rc0293,2023_rc0294,2023_rc0295,2023_rc0296,2023_rc0297,2023_rc0298,2023_rc0299,2023_rc0300,2023_rc0301,2023_rc0302,2023_rc0303,2023_rc0304,2023_rc0305,2023_rc0306,2023_rc0307,2023_rc0308,2023_rc0309,2023_rc0310,2023_rc0311,2023_rc0312,2023_rc0313,2023_rc0314,2023_rc0315,2023_rc0316,2023_rc0317,2023_rc0318,2023_rc0319,2023_rc0320,2023_rc0321,2023_rc0322,2023_rc0323,2023_rc0324,2023_rc0325,2023_rc0326,2023_rc0327,2023_rc0328,2023_rc0329,2023_rc0330,2023_rc0331,2023_rc0332,2023_rc0333,2023_rc0334,2023_rc0335,2023_rc0336,2023_rc0337,2023_rc0338,2023_rc0339,2023_rc0340,2023_rc0341,2023_rc0342,2023_rc0343,2023_rc0344,2023_rc0345,2023_rc0346,2023_rc0347,2023_rc0348,2023_rc0349,2023_rc0350,2023_rc0351,2023_rc0352,2023_rc0353,2023_rc0354,2023_rc0355,2023_rc0356,2023_rc0357,2023_rc0358,2023_rc0359,2023_rc0360,2023_rc0361,2023_rc0362,2023_rc0363,2023_rc0364,2023_rc0365,2023_rc0366,2023_rc0367,2023_rc0368,2024_rc0001,2024_rc0002,2024_rc0003,2024_rc0004,2024_rc0005,2024_rc0006,2024_rc0007,2024_rc0008,2024_rc0009,2024_rc0010,2024_rc0011,2024_rc0012,2024_rc0013,2024_rc0014,2024_rc0015,2024_rc0016,2024_rc0017,2024_rc0018,2024_rc0019,2024_rc0020,2024_rc0021,2024_rc0022,2024_rc0023,2024_rc0024,2024_rc0025,2024_rc0026,2024_rc0027,2024_rc0028,2024_rc0029,2024_rc0030,2024_rc0031,2024_rc0032,2024_rc0033,2024_rc0034,2024_rc0035,2024_rc0036,2024_rc0037,2024_rc0038,2024_rc0039,2024_rc0040,2024_rc0041,2024_rc0042,2024_rc0043,2024_rc0044,2024_rc0045,2024_rc0046,2024_rc0047,2024_rc0048,2024_rc0049,2024_rc0050,2024_rc0051,2024_rc0052,2024_rc0053,2024_rc0054,2024_rc0055,2024_rc0056,2024_rc0057,2024_rc0058,2024_rc0059,2024_rc0060,2024_rc0061,2024_rc0062,2024_rc0063,2024_rc0064,2024_rc0065,2024_rc0066,2024_rc0067,2024_rc0068,2024_rc0069,2024_rc0070,2024_rc0071,2024_rc0072,2024_rc0073,2024_rc0074,2024_rc0075,2024_rc0076,2024_rc0077,2024_rc0078,2024_rc0079,2024_rc0080,2024_rc0081,2024_rc0082,2024_rc0083,2024_rc0084,2024_rc0085,2024_rc0086,2024_rc0087,2024_rc0088,2024_rc0089,2024_rc0090,2024_rc0091,2024_rc0092,2024_rc0093,2024_rc0094,2024_rc0095,2024_rc0096,2024_rc0097,2024_rc0098,2024_rc0099,2024_rc0100,2024_rc0101,2024_rc0102,2024_rc0103,2024_rc0104,2024_rc0105,2024_rc0106,2024_rc0107,2024_rc0108,2024_rc0109,2024_rc0110,2024_rc0111,2024_rc0112,2024_rc0113,2024_rc0114,2024_rc0115,2024_rc0116,2024_rc0117,2024_rc0118,2024_rc0119,2024_rc0120,2024_rc0121,2024_rc0122,2024_rc0123,2024_rc0124,2024_rc0125,2024_rc0126,2024_rc0127,2024_rc0128,2024_rc0129,2024_rc0130,2024_rc0131,2024_rc0132,2024_rc0133,2024_rc0134,2024_rc0135,2024_rc0136,2024_rc0137,2024_rc0138,2024_rc0139,2024_rc0140,2024_rc0141,2024_rc0142,2024_rc0143,2024_rc0144,2024_rc0145,2024_rc0146,2024_rc0147,2024_rc0148,2024_rc0149,2024_rc0150,2024_rc0151,2024_rc0152,2024_rc0153,2024_rc0154,2024_rc0155,2024_rc0156,2024_rc0157,2024_rc0158,2024_rc0159,2024_rc0160,2024_rc0161,2024_rc0162,2024_rc0163,2024_rc0164,2024_rc0165,2024_rc0166,2024_rc0167,2024_rc0168,2024_rc0169,2024_rc0170,2024_rc0171,2024_rc0172,2024_rc0173,2024_rc0174,2024_rc0175,2024_rc0176,2024_rc0177,2024_rc0178,2024_rc0179,2024_rc0180,2024_rc0181,2024_rc0182,2024_rc0183,2024_rc0184,2024_rc0185,2024_rc0186,2024_rc0187,2024_rc0188,2024_rc0189,2024_rc0190,2024_rc0191,2024_rc0192,2024_rc0193,2024_rc0194,2024_rc0195,2024_rc0196,2024_rc0197,2024_rc0198,2024_rc0199,2024_rc0200,2024_rc0201,2024_rc0202,2024_rc0203,2024_rc0204,2024_rc0205,2024_rc0206,2024_rc0207,2024_rc0208,2024_rc0209,2024_rc0210,2024_rc0211,2024_rc0212,2024_rc0213,2024_rc0214,2024_rc0215,2024_rc0216,2024_rc0217,2024_rc0218,2024_rc0219,2024_rc0220,2024_rc0221,2024_rc0222,2024_rc0223,2024_rc0224,2024_rc0225,2024_rc0226,2024_rc0227,2024_rc0228,2024_rc0229,2024_rc0230,2024_rc0231,2024_rc0232,2024_rc0233,2024_rc0234,2024_rc0235,2024_rc0236,2024_rc0237,2024_rc0238,2024_rc0239,2024_rc0240,2024_rc0241,2024_rc0242,2024_rc0243,2024_rc0244,2024_rc0245,2024_rc0246,2024_rc0247,2024_rc0248,2024_rc0249,2024_rc0250,2024_rc0251,2024_rc0252,2024_rc0253,2024_rc0254,2024_rc0255,2024_rc0256,2024_rc0257,2024_rc0258,2024_rc0259,2024_rc0260,2024_rc0261,2024_rc0262,2024_rc0263,2024_rc0264,2024_rc0265,2024_rc0266,2024_rc0267,2024_rc0268,2024_rc0269,2024_rc0270,2024_rc0271,2024_rc0272,2024_rc0273,2024_rc0274,2024_rc0275
ACKERT,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
ALLIE-BRENNAN,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,X,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,X,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
ANDERSON,N,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
ANISKOVICH,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
